"GeogrMark","Translit","GeoM","Textstelle","CTH","Fundort","Dat","RefNr","Toponym"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","jh.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
"DÍD","ma-ra-ša-an-ta","","DAAM 1.41 I 2",0,"","k.A.","()","Maraššanta"
